,Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId,SourceDisplayName,n_tokens
152,家中頂樓加蓋或增建物可否作為居家（個別）隔離場所？,A5. 如符合Q2之條件，則可「1人1室」進行隔離，但同住者日常生活仍需採取適當防護措施，包括落實佩戴口罩、遵守呼吸道衛生、勤洗手以加強執行手部衛生、保持良好衛生習慣及維持社交安全距離，且不可共食。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],370,cdc,200
153,我在外租房，同樓層為2間併連雅房，共用同一門牌，可否在其中1間雅房居家（個別）隔離（另1間為非隔離者）？,A6. 如符合Q2之條件，則可於該處「1人1室」進行隔離，但非隔離者日常生活仍需採取適當防護措施，包括落實佩戴口罩、遵守呼吸道衛生、勤洗手以加強執行手部衛生、保持良好衛生習慣及維持社交安全距離，且不可共食。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],371,cdc,211
154,公司租用獨棟宿舍專為提供居家（個別）隔離員工進行隔離，是否可在該獨棟宿舍進行隔離？,A7. 如符合Q2之條件，則可以「1人1室」方式進行隔離，惟該公司須盡管理之責，並確保門禁管制及安全維護。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],372,cdc,104
155,若在家中進行居家（個別）隔離，同戶內均為隔離者，能否一起隔離?若有生活上共同照顧之需求，可否由 同須進行隔離之同住者 在家中照顧一起隔離？,A8. 可以。如果同戶內均為隔離者，可不受1人1室之限制。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],373,cdc,51
156,須進行居家（個別）隔離者有生活上共同照顧之需求，可否由 非隔離者 在家中照顧一起隔離？,"一、如果須進行隔離者符合下列情形，且須由非隔離者共同照顧，請洽隔離地點所在地之「地方政府居家檢疫及居家隔離關懷服務中心」，經評估同意後，則彈性准予隔離期間在隔離地點同住，不受1人1室之限制，惟為風險管理考量，照顧者以1名為限並須固定人員，且應比照隔離者，同時進行隔離、設定電子圍籬系統、期滿自主健康管理及遵守相關規定與注意事項。\n\n（一） 兒童及少年（<18歲）。\n\n（二） ≧65歲以上之生活無法自理者。\n\n（三） 身心障礙者。\n\n（四） 身心失能者。\n\n（五） 重大傷病者。\n\n（六） 經醫師評估懷孕期間，需有人照顧之生活無法自理者。\n\n（七） 因傷害或疾病，生活無法自理。\n\n（八） 其他經地方政府評估同意之情形。\n\n二、具第一項任一情形者，如果同住地點為防疫旅宿，應佩戴醫用口罩依地方政府安排之適當交通方式至隔離地點，並須配合地方政府及「[臺灣旅宿網/防疫旅宿專區-防疫旅宿窗口](https://taiwan.taiwanstay.net.tw/covhotel/ ""臺灣旅宿網/防疫旅宿專區-防疫旅宿窗口(另開新視窗)"")」安排之房型入住。\n\n三、同住者日常生活仍需採取適當防護措施，包括落實佩戴口罩、遵守呼吸道衛生、勤洗手以加強執行手部衛生、保持良好衛生習慣及維持社交安全距離，且不可共食。",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],374,cdc,1084
157,若須進行居家（個別）隔離者於隔離期間，有接受醫療照護的需求，該怎麼處理？,A10. 請您主動聯繫隔離地點所在地之地方政府衛生局，由衛生局協助安排適當交通方式至指定醫院接受醫療照護，並須配戴醫用口罩，禁止自行前往就醫。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],375,cdc,154
158,居家（個別）隔離者如何前往防疫旅宿進行隔離？,"A11. 請您聯繫住家所在地之「\n[地方政府居家檢疫及居家隔離關懷服務中心](https://www.cdc.gov.tw/Category/Page/XRPe-3X_vQ0BmYLrvwruSw ""地方政府居家檢疫及居家隔離關懷服務中心(另開新視窗)"")\n\n」，以安排適當交通方式，並請您佩戴醫用口罩，請勿自行前往同時禁止搭乘大眾運輸工具，以提升整體防疫安全。",https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],376,cdc,281
159,如為入境旅客因接觸確診個案，於檢疫期間身分由檢疫轉為隔離者，原於檢疫期間採「1人1戶」隔離，能否改至其他隔離地點，與家人於同戶採「1人1室」?,A12. 不行。考量檢疫者係自國外入境，與家人原非共同生活圈，採「1人1室」可能將病原傳播至社區。因此，由檢疫轉為隔離身分者，請以於原檢疫地點隔離至期滿為原則。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],377,cdc,168
160,若於檢疫期間與同戶檢疫者同時轉換為居家隔離身分，能否繼續同住?,A13.可以。以於原檢疫地點隔離至期滿為原則且可不受1人1室之限制，但仍需採取適當防護措施，包括落實佩戴口罩、遵守呼吸道衛生、勤洗手以加強執行手部衛生、保持良好衛生習慣及維持社交安全距離，且不可共食。\n * 2018-07-29  最後更新日期 2022/4/26,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],378,cdc,235
161,秋冬防疫專案甚麼時候開始實施？包括哪些措施？,A：自109年12月1日起實施，重點措施有以下三項：\n\n(一)入境及轉機旅客登機前出示3日（工作日）內COVID-19核酸檢驗報告。\n\n(二)高感染傳播風險場域強制佩戴口罩。\n\n(三)強化醫療院所感染管制及通報採檢。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],379,cdc,209
162,1：在強制佩戴口罩的場所內，如果要飲食怎麼辦？,A：如果該場所允許飲食，可以在與不特定人保持社交距離(室內1.5公尺，室外1公尺)，或有適當阻隔設備(如隔板)之情形下，於飲食期間暫時取下口罩，飲食完畢就立即戴上口罩。如果該場所本來就禁止飲食，請遵守規定並全程佩戴口罩。\n\n此外，餐廳雖非屬強制佩戴口罩之場域，業者及民眾仍應落實防疫新生活運動，以降低傳染風險。業者應確保民眾與不特定人之社交距離（拉大桌距、提供隔板/隔屏/隔簾），降低一桌用餐人數，並落實實聯制、體溫量測、手部消毒等防疫措施；民眾在用餐的時候，請盡量不要交談，如要交談、離開座位取餐/上廁所等非用餐狀態下，請戴上口罩。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],380,cdc,588
163,戶外場所較空曠且空氣流通，也需要佩戴口罩嗎？,A：即使不是前往八大類高感染傳播風險的場域，為了自身的健康，仍應落實防疫新生活運動，在無法保持社交距離時，自主佩戴口罩，並配合業者、管理單位或是活動主辦單位的防疫措施。\n\n此外，人潮聚集之戶外場所（如風景區、夜市、傳統市場…等），建議業者或場所管理單位採用「人數總量管制」方式進行管控，以利在場所內活動民眾能持續、有效地保持社交距離；民眾在不能保持社交距離時應自主戴上口罩，並配合場所之防疫措施，另如需飲食，應盡量保持社交距離。\n\n如為戶外進行之公眾集會活動（如遊行、遶境、跨年晚會…等），主辦單位應參考「COVID-19(武漢肺炎)因應指引：公眾集會」，評估風險及制定相關防疫應變計畫，並盡可能落實實聯制，也請民眾全程佩戴口罩，避免飲食。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],381,cdc,710
164,採檢醫院都說檢驗名額已額滿，可以去鄰近縣市採檢?,A3.請雇主或仲介公司依Q1.全國指定社區採檢院所及重度收治醫院清單，查詢並詢問其他採檢醫院量能，或向移工居家檢疫所在地衛生局詢問是否有其他可採檢院所，可供採檢。若至鄰近縣市採檢請檢疫所在地衛生局協助先告知其他縣衛生局。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],382,cdc,256
165,自主健康管理期間可以上班了嗎?,A4.於自主健康管理期間可正常生活或工作，不須等待檢驗結果，但須依自主健康管理期間相關規定，做好相關個人防護措施。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],383,cdc,128
166,仲介詢問費用要先支付?還是如何申請核銷?,A5.該類移工採檢及檢驗費用係由嚴重特殊傳染性肺炎指揮中心(下稱指揮中心)支應，餘衍生醫療費用（如掛號費、診療費），由雇主或仲介公司支付。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],384,cdc,160
167,指定醫院是指外籍移工健檢醫院嗎?,A6.109年12月9日公布「強化移工自主健康管理措施 產業類居家檢疫移工應辦理採檢」之指定醫院是指有提供COVID-19採檢的醫療院所，部分醫院亦提供外籍移工健檢服務。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],385,cdc,171
168,採檢完會提供檢驗報告嗎?,A7.此類對象採檢及檢驗費用由指揮中心支應，採檢醫院不會提供檢驗報告，如雇主或仲介公司有檢驗報告需求，可逕洽醫院並按照醫院收費標準支付。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],386,cdc,170
169,至採檢醫院採檢需要檢附什麼報告或文件?,A8.雇主或仲介協助泰國、越南籍產業類新引進移工居家檢疫完成後之COVID-19採檢，請持勞動部12月9日之公告通知、身分證明文件(如護照)及居家檢疫通知書，向醫院辦理。勞動部勞動力發展署網址連結：https://fwas.wda.gov.tw/,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],387,cdc,215
170,為什麼在居家隔離/檢疫期滿後要再接續7天自主健康管理？,A1.考量目前極少數感染COVID-19個案之潛伏期可能大於14天，指揮中心自109年4月5日起，針對居家檢疫期滿者，實施額外7天自主健康管理。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],388,cdc,129
171,居家隔離/檢疫期滿後的7天自主健康管理期間，要特別注意甚麼？,A2.保持勤洗手習慣、落實呼吸道衛生及咳嗽禮節、每日早/晚各量體溫一次。\n\n1.  如沒有出現任何症狀，可正常生活，但應儘量避免出入公共場所，延後非急迫之醫療或檢查，如需外出應嚴格遵守全程佩戴醫用口罩。\n2.  如果出現發燒( ≥38˚C)、嗅/味覺異常、腹瀉或有呼吸道症狀，請立即佩戴好口罩，勿搭乘公共運輸工具，自行開車、騎車、或家人親友載送(雙方全程佩戴口罩)前往，倘若就醫地點較近，亦可步行前往。就醫時應主動告知醫師接觸史、旅遊史、居住史、職業暴露、以及身邊是否有其他人有類似的症狀。返家後亦應佩戴口罩、避免外出，與他人交談時應佩戴口罩並保持1公尺以上距離。 \n3.  如就醫後，經醫院安排採檢，自採檢醫院返家後，於接獲通知檢驗結果前，應留在家中，不可外出，如檢驗結果陽性，衛生局將會通知您及安排就醫。另於獲知檢驗結果為陰性後，仍需自主健康管理滿7天。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],389,cdc,830
172,自主健康管理者，為什麼要避免出入公共場所?,A3.公共場所多具有人潮眾多，無法保持社交距離或容易近距離接觸不特定人士的特性，自主健康管理者雖然感染風險已降低，但仍無法完全免除，故自主健康管理期間要避免出入公共場所，以降低可能傳播風險。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],390,cdc,207
173,自主健康管理期間，是否可以外出用餐、聚餐或聚會?,A4.由於用餐時無法全程佩戴口罩，自主健康管理期間應避免外出用餐，建議可外帶食物儘速返家食用；聚餐或聚會為交流場合，難以落實全程佩戴口罩，亦難以避免近距離交談，具有傳染風險，故自主健康管理期間禁止聚餐或聚會。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],391,cdc,239
174,自主健康管理期間，為什麼禁止參加大型活動?,A5.大型活動具有參加人數眾多、不易保持社交距離，會近距離接觸不特定人士的特性，一旦出現疑似個案或群聚事件，將提高防疫難度，考量自主健康管理者雖然感染風險已降低，但仍無法完全免除，故自主健康管理期間禁止參加大型活動。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],392,cdc,237
175,自主健康管理者可以至超商或超市買東西嗎?,A6.自主健康管理者如沒有出現任何症狀，可正常生活，進入超商或超市須全程佩戴口罩，惟該等場所容易與不特定人士近距離接觸，如該場所內人潮已多、不易保持社交距離時，則應避免進入，或儘速離開，避免長時間逗留。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],393,cdc,223
176,違反自主健康管理相關規定，會被處罰嗎？,A7.如未確實遵守各項自主健康管理規定，係違反「傳染病防治法」第48、58條，將依同法第67、69條，處新臺幣6萬以上至30萬元以下罰鍰或新臺幣1萬以上15萬元以下罰鍰。\n * 2018-07-29  最後更新日期 2022/4/26,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],394,cdc,196
177,因應預防COVID-19，旅客於搭機前應配合檢疫事項?,A1：\n\n1.入境我國之旅客，不論其身分(包括國人及具有居留證之外籍人士等)或來臺目的(求學、工作、外交公務等)，自111年1月4日零時起(啟程日時間)均應主動向航空公司出示「表定航班時間前2日內COVID-19核酸檢驗報告」，並符合當地國邊境檢疫規範，及各航空公司載客契約政策規定。\n\n2.旅客除於搭機前提供COVID-19核酸檢驗報告外，於啟程地機場報到(check in)或搭機前，以手機完成「入境檢疫系統」線上健康申報，及事前安排入境後之檢疫居所(如：防疫旅宿或自費入住集中檢疫所)，且旅客須於「入境檢疫系統」線上切結符合相關規定，入境後配合居家檢疫等相關措施。\n\n3.自110年7月2日起，自空港或海港入境時，無論有無症狀，所有自國外入境者，皆須配合採深喉唾液及進行PCR檢測(公費採檢)。\n\n※「表定航班時間(Flight Schedule Time)」係由航空公司公布，讓旅客於可預期時間，事先安排及取得檢驗報告。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],395,cdc,809
178,所有自機場入境或途經我國機場轉機之旅客，不論其身分或來臺目的，均應檢附「表定航班時間前2天內之COVID-19核酸檢驗報告」，其原因與依據為何？,A2：\n\n1.因應國際COVID-19全球疫情升溫，Omicron等新型變異株迅速擴散，近期我國境外移入個案數增加，且已檢出多起境外移入病例為突破性感染，另各國PCR檢驗可近性已提升，為避免人流移動而增加疫病傳播風險，維護航空安全，並同時保全我國防疫成效，請旅客配合搭機前出示2天內採檢之COVID-19核酸檢驗報告，以維護社區防疫安全與國人健康。\n\n2.境外檢驗的目的在於使旅客與航空公司於搭機前就可以瞭解旅客個人健康狀況，讓航空公司可以依據旅客防疫風險，於機上採取適當預防措施，降低COVID-19於航機上傳播風險。\n\n3.請旅客提供核酸檢驗報告，係依據傳染病防治法第58條第1項第2款：依中央主管機關規定詳實申報傳染病書表，並視需要提出健康證明或其他有關證件，違規者依同法第69條處新臺幣1-15萬元罰鍰。\n\n※自110年5月19日起，暫停旅客來臺轉機，後續將視國際及國內疫情狀況，適時滾動調整。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],396,cdc,841
179,國外「表定航班時間前2天內之COVID-19核酸檢驗報告」應於那些地點辦理？費用為自費或公費支出?取得會不會很困難？,A3：〈配套措施〉\n\n1.COVID-19核酸檢驗報告原則由啟程地合格設立之醫療院所(包括醫學檢驗實驗室)開具，其費用由旅客自付。\n\n2.我國自109年7月起，即已要求外籍人士來臺前，需檢附「COVID-19核酸檢驗陰性報告」，而經外交部調查，國際間主要國家之醫療體系多已具備此項檢驗能力(尤其與我國直航之國家/地區)；目前國際間主要國家為維護其境內防疫安全，已普遍要求入境旅客採取此項措施。\n\n3.若海外國人有此項檢驗需求，建議向啟程地衛生機關、預訂搭乘之航空公司或我國駐外館處洽詢有能力提供該項檢驗服務之醫療機構。\n\nQ3-1：若旅客持歐盟成員國(例如法國)等國家開立之COVID-19核酸檢驗報告，可否於另一國家(例如德國或荷蘭)辦理登機？\n\nA3-1：旅客搭程汽車、火車或船舶等非航空器，跨境至其他國家(例如歐盟成員國至另一國家)或地區(例如中國大陸至香港、澳門)搭乘飛機時，若所持檢驗報告之格式及各項資料完備，開具日期符合「表定航班前2日內」條件，並符合當地國邊境檢疫規範，及各航空公司載客契約政策規定，可予同意。\n\nQ3-2：民眾所持的COVID-19核酸檢驗報告，如果是至當地藥局或者是社區採檢站進行採檢或開具報告也符合規定嗎？\n\nA3-2：各國所提供的採檢服務方式有所差異，若當地政府許可藥局或社區採檢站提供COVID-19核酸檢驗服務，且所開具之檢驗報告內容符合我國要求及「表定航班前2日內」之條件，則可符合規定。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],397,cdc,1286
180,「表定航班時間前2天內之COVID-19核酸檢驗報告」的格式？日期如何計算？登機當日算不算？,A4：〈配套措施〉\n\n1.旅客應提供「表定航班時間前」2日內由啟程地合格設立之醫療院所開具「COVID-19核酸檢驗報告」，該報告原則為英文、中文或中英對照版本，其格式與簽章依據當地衛生主管機關規定辦理，報告內容需備有登機者之護照姓名、出生年月日(或護照號碼)、採檢日、疾病名稱、檢驗方法及判讀結果等項目。搭機前「2日內」檢驗報告之日期以「採檢日」及「日曆日」計算。\n\n範例：\n\n(1)旅客於111年1月10日搭機(不含搭機當天，往前推算2天；例假日與國定假日均計入)，需檢附111年1月8或9日採檢之COVID-19核酸檢驗陰性報告。\n\n(2)旅客於111年1月20日搭機(不含搭機當天，往前推算2天)，需檢附1月18或19日採檢之COVID-19核酸檢驗陰性報告。\n\n2.若旅客持有之COVID-19核酸檢驗報告僅有「報告日」而無「採檢日」，則該報告不符合規定，入境時將遭裁罰。\n\n※「表定航班時間(Flight Schedule Time)」係由航空公司公布，讓旅客於可預期時間，事先安排及取得檢驗報告。\n\nQ4-1：民眾所持COVID-19核酸檢驗報告的姓名如與護照姓名排列順序不同(或有中間名等)該怎麼辦？\n\nA4-1：如民眾提供的COVID-19核酸檢驗報告姓名與護照姓名排列的順序不同，例如「核酸檢驗報告姓名為HUANG XIAO MING，而護照姓名為XIAO MING HUANG」或「核酸檢驗報告上的名字為GEORGE BUSH，而護照姓名為GEORGE WALKER BUSH」，如經航空公司比對出生年月日(或護照號碼)等為同一人，得予以同意。\n\nQ4-2：若具雙重國籍旅客所持的COVID-19核酸檢驗報告之姓名，為美國護照(或其他國護照)之姓名，但辦理報到時出示臺灣護照，兩者姓名有差異時(例如冠夫姓)，是否可准予登機？\n\nA4-2：旅客應主動出示兩本護照供檢視，如經航空公司比對護照內頁照片及出生年月日(或護照號碼)等為同一人，得予以同意。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],398,cdc,1515
181,若航程於第三地轉機來臺，「表定航班時間前2天內之COVID-19核酸檢驗報告」是以哪一段航程為準？,A5：〈配套措施〉\n\n1.原則以第一段表定航班時間起算前2天內之檢驗報告，惟若轉機後於第三地停留逾2日以上(含國內線及國際線轉機)，則以最後一次來臺航程表定航班時間起算前2天內之COVID-19核酸檢驗報告。\n\n2.此外，依據國際組織(如：IATA、WHO等)之航空器作業指引或手冊，航空公司為確保同機旅客及機組員之飛航安全，得逕行要求旅客配合出示相關健康證明文件後，始可搭機，故如旅客轉機航程特殊(尤其搭程非我國籍航班時)，建議先向航空公司洽詢，以利旅途順利。\n\n案例：\n\n5-1.旅客自美國亞特蘭大(啟程地)搭乘國內航線至洛杉磯(第三地)轉機，再搭乘國際線航班回臺，若於洛杉磯當地並未停留超過2天，則僅需出示啟程地(亞特蘭大)表定航班時間前2天內採檢之COVID-19核酸檢驗報告即可，無需於轉機之第三地再次檢驗。\n\n5-2.旅客自非洲肯亞(啟程地)搭乘國際線航班經中東某個城市(簡稱D城市或第三地)轉機回臺，若於D城市當地並未停留超過2天，則僅需出示啟程地表定航班前2天內採檢之COVID-19核酸檢驗報告即可，無需於第三地再次檢驗；惟若自D城市搭乘之A航空公司具特別規定(如：旅客均須備有檢驗陰性報告才能搭機)，旅客仍須配合之。\n\n5-3.旅客自非洲奈及利亞(啟程地)搭乘國際線航班經中國大陸(第三地)轉機回臺，若於中國大陸當地並未停留超過2天，則僅需出示啟程地表定航班時間前2天內採檢之COVID-19核酸檢驗報告即可，無需於第三地再次檢驗；惟若中國大陸具特別規定(如：往返兩岸旅客均須出示檢驗陰性報告才能登機)，旅客仍須配合之。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],399,cdc,1392
182,若旅客提供之「表定航班時間前2天內之COVID-19核酸檢驗報告」非英文版本(例如：中文、法文及西班牙文等語言)，該如何處理？影本或電子報告書能否受理？,A6：〈配套措施〉\n\n1.旅客所持「表定航班時間前2天內之COVID-19核酸檢驗報告」請以英文、中文或中英對照版本為原則。\n\n2.至於法文及西班牙文等非中文或英文版本文件，若屬啟航地官方語言，且航空公司「有能力」協助檢視旅客之姓名、護照號碼、採檢日、檢驗項目、檢驗方法與結果等項目之內容，可先予同意受理且讓旅客登機。\n\n3.檢驗報告可為紙本(正本/影本)或電子報告書形式，惟其內容應清晰可辨識，且經審視確認必要欄位(採檢日、足以辨識為該旅客之個資、檢驗方法及檢驗結果等)均有完備，則該報告可予接受，另旅客提供之檢驗報告如有不實，將會依法予以裁處。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],400,cdc,583
183,「表定航班時間前2天內之COVID-19核酸檢驗報告」需要具備那些項目？,A7：〈配套措施〉\n\n1.檢驗報告需採分子生物學核酸檢測，且應可審核為登機者之護照姓名、出生年月日(或護照號碼)、疾病名稱「COVID-19或SARS-CoV-2」、採檢日、檢驗方法「PCR、Real-Time PCR、RT-PCR、RT-qPCR (Quantitative Reverse Transcription PCR)、NAA(Nucleic acid Amplification)、NAAT(Nucleic acid Amplification Test)、NAT(Nucleic acid Test)、LAMP(Loop-Mediated isothermal Amplification)、RT-LAMP、COVID-19 RNA test、SARS-CoV-2 RNA test或Molecular Diagnostics」及判讀結果「Negative、undetectable、陰性、未檢出……」等。\n\n※若旅客持有之COVID-19核酸檢驗報告僅有「報告日」而無「採檢日」，不符合本措施規定，請洽原檢驗之醫療院所修正，以免違規受罰。\n\n2.血清免疫學(Immunoserology)檢驗抗原(Antigen，簡寫Ag)或抗體(Antibody，簡寫Ab；IgG或IgM)，非分子生物學核酸檢測，不符合本措施規範「表定航班時間前2天內之COVID-19核酸檢驗報告(英文版)」之條件。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],401,cdc,627
184,於中國大陸進行COVID-19核酸檢驗報告內容，如無出生年月日或護照號碼(無此項目或僅填列臺胞證)該怎麼辦?,A8：〈配套措施〉\n\n1.「COVID-19核酸檢驗報告」內容需備有「登機者之護照姓名」、「出生年月日(或護照號碼)」、「採檢日」、「疾病名稱」、「檢驗方法」及「判讀結果」等項目，始符合規範。若旅客之出生年月日或護照號碼缺漏，可請醫院協助於報告加註旅客之出生年月日或護照號碼並簽章，加註及簽章需清楚可辨視，或經航空公司確認為旅客本人所有，得予同意登機。\n\n2.另，自中國大陸搭機返臺民眾所持之核酸檢驗報告內容，如為「登機者之護照或臺胞證姓名」、「出生年月日(護照號碼或臺胞證號碼)」、「採檢日」、「疾病名稱」、「檢驗方法」及「判讀結果」等項目，亦符合規範。中國大陸人士使用大陸居民往來臺灣通行證(大通證)抵臺，故其檢驗報告得以護照號碼或大通證號碼。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],402,cdc,673
186,旅客至啟程地醫療院所接受COVID-19核酸檢驗，因核酸檢驗報告延遲發送（登機前尚未收到），航空公司能否同意其搭機？,A11：\n\n1.旅客若因啟程地醫療院所開具之核酸檢驗報告延遲發送，致未能提供有效之報告者，請於航空公司報到時主動出示入境檢疫切結書及佐證文件(提出檢驗收據或採驗證明文件)，並依航空公司安排機上指定區域搭乘；入境時須接受採檢。\n\n2.建議旅客至啟程地醫療院所接受COVID-19核酸檢驗時，應先洽詢檢驗報告發送時間，以確定能配合航機搭程時間。醫療院所COVID-19核酸檢驗報告延遲送達，而旅客已完成切結程序後登機，若其於抵達臺灣時且於入境前，可即時收到報告，並經機場檢疫人員審核確認，得入境採檢，不予裁罰。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],404,cdc,564
187,搭乘船舶自我國港口入境者，是否應檢附核酸檢驗報告對象？,A12：\n\n1.所有自國(境)外進入我國國際港埠之船舶，均應於抵港前72至4小時，向衛生福利部疾病管制署申請檢疫；另要求船長於船舶進港時，詳實申報船員健康聲明，並由該署執行入境船員健康評估與後送採檢等各項防檢疫措施。\n\n2.考量國際航線船舶航程特性(時間長、且多半不被允許於他國港口離船檢驗)，評估取得報告確有困難，爰自港口入境者，無須檢附核酸檢驗報告。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],405,cdc,401
188,抵臺旅客若有檢驗報告不實或拒絕、規避、妨礙等情事，是否會遭受處罰？,A10：\n\n1.扺臺旅客若有出具檢驗報告不實或拒絕、規避、妨礙等相關檢疫措施之情事，得依傳染病防治法第58條及69條規定，處新臺幣1萬至15萬元罰鍰。\n\n2.持偽造或變造的核酸檢驗報告入境，依傳染病防治法裁罰新臺幣15萬元且移送法辦。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],406,cdc,255
189,若曾接種過COVID-19疫苗，旅客是否仍須出示核酸檢驗報告?,A11：國際間COVID-19變異株疫情持續、傳播力強，且突破性感染案例頻傳。為降低該病毒進入國內社區造成感染風險，爰入境我國或來臺轉機旅客即使完成COVID-19疫苗接種，仍應於搭機前出示COVID-19核酸檢驗報告，入境後配合居家檢疫及檢疫期間PCR及快篩檢測等措施。 \n * 2018-07-29  最後更新日期 2022/4/27,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,"[{""ClusterHead"":""covid"",""TotalAutoSuggestedCount"":1,""TotalUserSuggestedCount"":0,""AlternateQuestionList"":[{""Question"":""covid"",""AutoSuggestedCount"":1,""UserSuggestedCount"":0}]}]",False,[],407,cdc,300
190,境外確診個案須符合哪些條件？,A1：依據傳染病防治法第58條第1項第2款與第3款規定，境外確診個案須符合「確診採檢日至搭機日已逾10天，且搭機前取得呼吸道檢體檢驗SARS-CoV-2 PCR陰性或CT值≧30證明」，才能搭機返國。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],408,cdc,196
191,境外確診個案返臺時須注意哪些事項？,A2：於搭機前向航空公司說明確診史，以利航空公司內部作業（旅客座位安排等），搭機時除出具呼吸道檢體檢驗SARS-CoV-2 PCR報告且其檢驗結果為「陰性」或「CT值30以上」，亦須持有搭機前10日至90日間之確診證明，並請全程佩戴口罩。入境時亦主動向機場檢疫人員說明確診史，以利檢疫流程進行，並配合現行檢疫措施及居家檢疫。後續如有疫情調查需求，發現民眾不符條件即返臺或申報不實等情事，將依據傳染病防治法第 69 條規定，處新臺幣 1萬元以上 15 萬元以下罰鍰。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],409,cdc,481
192,確診採檢日至搭機日如何計算?,A3：搭機前「逾10日」確診採檢日期至搭機日期以「日曆日」計算。\n\n範例：旅客於111年1月1日(含)前採檢確診COVID-19(不含搭機當天，往後推算10天；例假日與國定假日均計入)，111年1月11日(含)以後檢附搭機前「2日內」SARS-CoV-2 PCR報告為「陰性」或「CT值30以上」，及搭機前10日至90日間之確診證明，始得搭機來臺，惟兩次採檢間隔大於10日且小於90日。,https://www.cdc.gov.tw/Category/QAPage/B5ttQxRgFUZlRFPS1dRliw,,[],False,[],410,cdc,331
